Absolute path,Class label
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0367.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0368.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0369.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0370.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0371.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0372.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0373.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0374.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0375.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0376.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0377.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0378.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0379.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0380.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0381.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0382.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0383.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0384.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0385.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0386.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0387.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0388.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0389.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0390.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0391.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0392.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0393.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0394.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0395.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0396.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0397.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0398.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0399.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0400.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0401.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0402.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0403.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0404.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0405.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0406.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0407.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0408.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0409.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0410.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0411.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0412.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0413.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0414.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0415.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0416.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0417.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0418.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0419.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0420.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0421.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0422.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0423.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0424.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0425.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0426.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0427.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0428.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0429.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0430.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0431.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0432.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0433.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0434.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0435.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0436.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0437.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0438.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0439.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0440.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0441.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0442.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0443.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0444.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0445.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0446.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0447.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0448.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0449.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0450.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0451.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0452.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0453.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0454.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0455.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0456.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0457.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0458.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0459.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0460.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0461.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0462.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0463.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0464.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0465.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0466.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0467.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0468.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0469.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0470.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0471.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0472.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0473.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0474.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0475.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0476.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0477.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0478.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0479.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0480.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0481.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0482.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0483.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0484.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0485.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0486.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0487.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0488.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0489.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0490.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0491.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0492.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0493.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0494.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0495.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0496.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0497.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0498.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0499.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0500.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0501.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0502.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0503.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0504.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0505.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0506.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0507.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0508.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0509.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0510.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0511.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0512.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0513.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0514.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0515.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0516.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0517.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0518.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0519.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0520.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0521.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0522.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0523.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0524.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0525.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0526.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0527.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0528.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0529.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0530.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0531.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0532.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0533.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0534.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0535.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0536.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0537.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0538.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0539.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0540.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0541.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0542.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0543.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0544.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0545.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0546.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0547.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0548.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0549.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0550.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0551.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0552.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0553.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0554.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0555.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0556.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0557.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0558.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0559.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0560.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0561.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0562.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0563.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0564.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0565.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0566.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0567.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0568.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0569.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0570.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0571.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0572.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0573.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0574.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0575.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0576.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0577.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0578.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0579.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0580.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0581.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0582.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0583.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0584.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0585.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0586.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0587.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0588.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0589.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0590.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0591.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0592.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0593.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0594.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0595.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0596.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0597.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0598.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0599.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0600.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0601.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0602.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0603.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0604.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0605.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0606.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0607.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0608.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0609.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0610.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0611.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0612.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0613.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0614.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0615.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0616.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0617.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0618.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0619.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0620.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0621.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0622.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0623.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0624.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0625.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0626.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0627.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0628.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0629.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0630.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0631.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0632.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0633.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0634.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0635.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0636.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0637.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0638.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0639.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0640.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0641.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0642.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0643.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0644.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0645.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0646.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0647.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0648.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0649.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0650.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0651.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0652.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0653.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0654.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0655.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0656.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0657.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0658.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0659.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0660.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0661.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0662.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0663.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0664.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0665.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0666.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0667.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0668.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0669.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0670.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0671.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0672.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0673.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0674.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0675.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0676.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0677.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0678.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0679.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0680.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0681.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0682.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0683.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0684.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0685.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0686.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0687.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0688.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0689.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0690.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0691.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0692.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0693.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0694.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0695.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0696.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0697.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0698.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0699.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0700.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0701.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0702.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0703.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0704.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0705.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0706.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0707.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0708.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0709.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0710.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0711.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0712.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0713.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0714.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0715.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0716.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0717.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0718.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0719.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0720.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0721.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0722.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0723.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0724.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0725.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0726.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0727.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0728.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0729.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0730.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0731.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0732.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0733.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0734.jpg,0
