,Absolute path,Class label
2013,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0963.jpg,1
720,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0720.jpg,0
833,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0833.jpg,0
1065,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0015.jpg,1
490,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0490.jpg,0
884,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0884.jpg,0
327,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0327.jpg,0
1343,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0293.jpg,1
1261,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0211.jpg,1
762,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0762.jpg,0
933,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0933.jpg,0
1549,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0499.jpg,1
1219,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0169.jpg,1
700,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0700.jpg,0
1308,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0258.jpg,1
1006,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1006.jpg,0
2062,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1012.jpg,1
731,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0731.jpg,0
57,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0057.jpg,0
1293,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0243.jpg,1
491,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0491.jpg,0
959,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0959.jpg,0
241,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0241.jpg,0
1148,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0098.jpg,1
187,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0187.jpg,0
636,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0636.jpg,0
1938,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0888.jpg,1
1708,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0658.jpg,1
1849,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0799.jpg,1
289,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0289.jpg,0
1288,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0238.jpg,1
418,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0418.jpg,0
576,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0576.jpg,0
9,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0009.jpg,0
598,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0598.jpg,0
4,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0004.jpg,0
986,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0986.jpg,0
1357,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0307.jpg,1
219,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0219.jpg,0
594,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0594.jpg,0
1679,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0629.jpg,1
686,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0686.jpg,0
1525,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0475.jpg,1
1201,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0151.jpg,1
624,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0624.jpg,0
324,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0324.jpg,0
953,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0953.jpg,0
1716,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0666.jpg,1
521,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0521.jpg,0
204,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0204.jpg,0
311,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0311.jpg,0
1269,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0219.jpg,1
272,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0272.jpg,0
150,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0150.jpg,0
735,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0735.jpg,0
883,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0883.jpg,0
401,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0401.jpg,0
1257,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0207.jpg,1
698,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0698.jpg,0
1213,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0163.jpg,1
1417,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0367.jpg,1
1448,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0398.jpg,1
1056,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0006.jpg,1
336,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0336.jpg,0
590,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0590.jpg,0
529,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0529.jpg,0
1691,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0641.jpg,1
975,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0975.jpg,0
743,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0743.jpg,0
193,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0193.jpg,0
153,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0153.jpg,0
228,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0228.jpg,0
280,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0280.jpg,0
1447,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0397.jpg,1
1459,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0409.jpg,1
1416,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0366.jpg,1
409,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0409.jpg,0
778,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0778.jpg,0
1409,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0359.jpg,1
982,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0982.jpg,0
1857,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0807.jpg,1
1862,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0812.jpg,1
188,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0188.jpg,0
84,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0084.jpg,0
622,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0622.jpg,0
1734,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0684.jpg,1
1902,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0852.jpg,1
1131,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0081.jpg,1
573,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0573.jpg,0
2048,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0998.jpg,1
100,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0100.jpg,0
1948,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0898.jpg,1
39,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0039.jpg,0
1713,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0663.jpg,1
1967,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0917.jpg,1
1548,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0498.jpg,1
1418,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0368.jpg,1
702,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0702.jpg,0
1127,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0077.jpg,1
798,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0798.jpg,0
24,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0024.jpg,0
1193,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0143.jpg,1
1311,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0261.jpg,1
559,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0559.jpg,0
346,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0346.jpg,0
1486,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0436.jpg,1
1227,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0177.jpg,1
764,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0764.jpg,0
85,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0085.jpg,0
546,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0546.jpg,0
35,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0035.jpg,0
956,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0956.jpg,0
2025,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0975.jpg,1
621,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0621.jpg,0
1772,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0722.jpg,1
1000,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1000.jpg,0
1485,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0435.jpg,1
130,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0130.jpg,0
142,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0142.jpg,0
626,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0626.jpg,0
1863,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0813.jpg,1
1557,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0507.jpg,1
1847,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0797.jpg,1
368,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0368.jpg,0
70,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0070.jpg,0
2047,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0997.jpg,1
1627,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0577.jpg,1
780,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0780.jpg,0
297,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0297.jpg,0
1032,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1032.jpg,0
1017,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1017.jpg,0
1413,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0363.jpg,1
1801,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0751.jpg,1
1846,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0796.jpg,1
1809,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0759.jpg,1
305,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0305.jpg,0
888,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0888.jpg,0
1683,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0633.jpg,1
1021,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1021.jpg,0
561,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0561.jpg,0
592,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0592.jpg,0
202,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0202.jpg,0
692,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0692.jpg,0
1984,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0934.jpg,1
1100,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0050.jpg,1
374,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0374.jpg,0
1715,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0665.jpg,1
943,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0943.jpg,0
1931,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0881.jpg,1
136,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0136.jpg,0
1569,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0519.jpg,1
1551,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0501.jpg,1
1949,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0899.jpg,1
763,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0763.jpg,0
1764,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0714.jpg,1
2035,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0985.jpg,1
1770,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0720.jpg,1
600,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0600.jpg,0
377,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0377.jpg,0
107,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0107.jpg,0
689,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0689.jpg,0
2026,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0976.jpg,1
1402,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0352.jpg,1
1756,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0706.jpg,1
390,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0390.jpg,0
1200,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0150.jpg,1
2057,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1007.jpg,1
1014,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1014.jpg,0
1811,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0761.jpg,1
89,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0089.jpg,0
1134,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0084.jpg,1
1035,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1035.jpg,0
1621,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0571.jpg,1
395,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0395.jpg,0
1103,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0053.jpg,1
1320,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0270.jpg,1
1709,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0659.jpg,1
1935,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0885.jpg,1
1577,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0527.jpg,1
1325,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0275.jpg,1
1999,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0949.jpg,1
1222,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0172.jpg,1
2002,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0952.jpg,1
1618,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0568.jpg,1
2040,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0990.jpg,1
855,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0855.jpg,0
1720,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0670.jpg,1
1489,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0439.jpg,1
500,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0500.jpg,0
927,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0927.jpg,0
682,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0682.jpg,0
282,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0282.jpg,0
1321,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0271.jpg,1
492,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0492.jpg,0
517,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0517.jpg,0
1917,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0867.jpg,1
411,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0411.jpg,0
747,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0747.jpg,0
1274,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0224.jpg,1
41,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0041.jpg,0
1521,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0471.jpg,1
2056,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1006.jpg,1
1139,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0089.jpg,1
1433,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0383.jpg,1
1873,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0823.jpg,1
454,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0454.jpg,0
1748,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0698.jpg,1
574,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0574.jpg,0
776,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0776.jpg,0
1662,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0612.jpg,1
1839,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0789.jpg,1
1581,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0531.jpg,1
79,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0079.jpg,0
1658,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0608.jpg,1
1763,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0713.jpg,1
1639,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0589.jpg,1
222,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0222.jpg,0
703,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0703.jpg,0
117,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0117.jpg,0
1058,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0008.jpg,1
512,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0512.jpg,0
53,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0053.jpg,0
1112,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0062.jpg,1
770,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0770.jpg,0
1284,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0234.jpg,1
840,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0840.jpg,0
618,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0618.jpg,0
1888,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0838.jpg,1
1603,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0553.jpg,1
27,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0027.jpg,0
878,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0878.jpg,0
606,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0606.jpg,0
59,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0059.jpg,0
1495,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0445.jpg,1
12,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0012.jpg,0
839,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0839.jpg,0
160,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0160.jpg,0
118,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0118.jpg,0
705,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0705.jpg,0
1520,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0470.jpg,1
1719,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0669.jpg,1
760,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0760.jpg,0
58,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0058.jpg,0
961,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0961.jpg,0
704,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0704.jpg,0
1759,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0709.jpg,1
126,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0126.jpg,0
1359,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0309.jpg,1
597,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0597.jpg,0
862,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0862.jpg,0
2003,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0953.jpg,1
410,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0410.jpg,0
1555,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0505.jpg,1
836,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0836.jpg,0
1864,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0814.jpg,1
1304,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0254.jpg,1
178,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0178.jpg,0
1761,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0711.jpg,1
926,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0926.jpg,0
62,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0062.jpg,0
1622,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0572.jpg,1
890,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0890.jpg,0
163,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0163.jpg,0
557,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0557.jpg,0
1348,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0298.jpg,1
1019,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1019.jpg,0
429,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0429.jpg,0
1926,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0876.jpg,1
992,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0992.jpg,0
1041,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1041.jpg,0
1190,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0140.jpg,1
1566,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0516.jpg,1
1477,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0427.jpg,1
159,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0159.jpg,0
1672,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0622.jpg,1
1166,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0116.jpg,1
974,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0974.jpg,0
1736,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0686.jpg,1
554,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0554.jpg,0
172,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0172.jpg,0
786,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0786.jpg,0
44,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0044.jpg,0
1221,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0171.jpg,1
550,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0550.jpg,0
1669,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0619.jpg,1
1212,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0162.jpg,1
1744,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0694.jpg,1
81,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0081.jpg,0
1860,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0810.jpg,1
2079,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1029.jpg,1
109,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0109.jpg,0
828,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0828.jpg,0
1688,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0638.jpg,1
1937,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0887.jpg,1
999,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0999.jpg,0
1442,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0392.jpg,1
1045,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1045.jpg,0
250,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0250.jpg,0
192,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0192.jpg,0
480,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0480.jpg,0
693,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0693.jpg,0
976,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0976.jpg,0
948,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0948.jpg,0
436,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0436.jpg,0
93,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0093.jpg,0
1064,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0014.jpg,1
1979,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0929.jpg,1
1114,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0064.jpg,1
468,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0468.jpg,0
909,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0909.jpg,0
729,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0729.jpg,0
487,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0487.jpg,0
1031,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1031.jpg,0
1334,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0284.jpg,1
1295,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0245.jpg,1
28,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0028.jpg,0
189,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0189.jpg,0
251,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0251.jpg,0
339,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0339.jpg,0
1483,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0433.jpg,1
472,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0472.jpg,0
1282,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0232.jpg,1
1799,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0749.jpg,1
82,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0082.jpg,0
1834,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0784.jpg,1
465,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0465.jpg,0
596,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0596.jpg,0
1611,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0561.jpg,1
985,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0985.jpg,0
1229,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0179.jpg,1
1423,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0373.jpg,1
610,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0610.jpg,0
69,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0069.jpg,0
255,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0255.jpg,0
530,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0530.jpg,0
1133,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0083.jpg,1
2043,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0993.jpg,1
1963,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0913.jpg,1
781,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0781.jpg,0
1454,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0404.jpg,1
364,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0364.jpg,0
1737,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0687.jpg,1
1460,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0410.jpg,1
1587,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0537.jpg,1
1957,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0907.jpg,1
